CDD_ID_A,CDD_ID_D,CDD_ID_row,DISTRICT,OFFICE,DOFFICE,DKTDATE,DDKTDATE,FILEDATE,TERMDATE,JURIS,DJURIS,DISP,JUDGMENT,ADISP,OUTCOME,DPLT,DPLT_typ,DDEF,DDEF_typ,PLT,DEF,appellant_PLT_DEF,appellee_PLT_DEF,match_type,match_type_update,PLT_typ,DEF_typ,yr_file,row_add,ID
10-82-8901646,10-82-8901646,2,82,1,1,12/5/94,9/22/89,9/22/89,8/15/91,1,US govt plaintiff,6,1,5,-8,USA,FED,STATE OF COLORADO,STA,"COLORADO,",USA ET AL,DEF,PLT,STRONG,STRONG,STA,FED,1994,1,10-82-8901646-1
10-82-8901646,10-82-8901646,2,82,1,1,10/17/91,9/22/89,9/22/89,8/15/91,1,US govt plaintiff,6,1,1,2,USA,FED,STATE OF COLORADO,STA,STATE,USA ET AL,DEF,PLT,MOD,MOD,STA,FED,1991,2,10-82-8901646-2
10-82-8901786,10-82-8901786,5,82,1,1,3/17/95,10/12/89,10/12/89,6/10/93,1,US govt plaintiff,9,2,1,3,USA,FED,COLO. & EASTERN R.R. COMPANY,BIZ,COLORADO,FARMLAND ET AL,DEF,PLT,MOD,MOD,BIZ,FED,1995,1,10-82-8901786-1
10-82-8901786,10-82-8901786,5,82,1,1,3/17/95,10/12/89,10/12/89,6/10/93,1,US govt plaintiff,9,2,1,3,USA,FED,COLO. & EASTERN R.R. COMPANY,BIZ,COLORADO,FARMLAND ET AL,DEF,PLT,MOD,MOD,BIZ,FED,1995,2,10-82-8901786-2
10-82-8901786,10-82-8901786,5,82,1,1,7/15/93,10/12/89,10/12/89,6/10/93,1,US govt plaintiff,9,2,4,-8,USA,FED,COLO. & EASTERN R.R. COMPANY,BIZ,COLORADO,USA ET AL,DEF,PLT,STRONG,STRONG,BIZ,FED,1993,3,10-82-8901786-3
10-82-8901786,10-82-8901786,5,82,1,1,10/21/93,10/12/89,10/12/89,6/10/93,1,US govt plaintiff,9,2,1,2,USA,FED,COLO. & EASTERN R.R. COMPANY,BIZ,COLORADO,USA ET AL,DEF,PLT,STRONG,STRONG,BIZ,FED,1993,4,10-82-8901786-4
10-82-8901786,10-82-8901786,5,82,1,1,2/5/94,10/12/89,10/12/89,6/10/93,1,US govt plaintiff,9,2,1,2,USA,FED,COLO. & EASTERN R.R. COMPANY,BIZ,COLORADO,USA ET AL,DEF,PLT,STRONG,STRONG,BIZ,FED,1994,5,10-82-8901786-5
10-82-9101345,10-82-9101345,1,82,1,1,5/7/92,8/6/91,8/6/91,11/15/91,1,US govt defendant,14,-8,5,-8,COLORADO TROUT UNLTD,BIZ,"LUJAN, ET AL",FED,ARKANSAS,COLORADO ET AL,DEF,PLT,STRONG,STRONG,FED,BIZ,1992,1,10-82-9101345-1
10-82-9102047,10-82-9102047,1,82,1,1,2/8/93,11/22/91,11/22/91,6/5/96,2,US govt defendant,6,2,2,1,ALAMEDA WATER SAN,LOC,REILLY,FED,ENVIRONMENTAL ET,ALAMEDA ET AL,DEF,PLT,MOD,MOD,FED,LOC,1993,1,10-82-9102047-1
10-82-9102084,10-82-9102084,1,82,1,1,3/2/92,11/27/91,11/27/91,4/8/92,2,federal question,12,-8,5,-8,"SIERRA CLUB, ET AL",NGO,"HATCH, ET AL",FED,SIERRA ET AL,HATCH ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,1992,1,10-82-9102084-1
10-82-9301103,10-82-9301103,2,82,1,1,3/13/95,5/24/93,5/24/93,11/16/94,2,US govt defendant,11,-8,5,-8,AYERS,IND,SHEA,FED,AYERS ET AL,ESPY ET AL,PLT,DEF,STRONG,STRONG,IND,FED,1995,1,10-82-9301103-1
10-82-9301103,10-82-9301103,2,82,1,1,2/28/95,5/24/93,5/24/93,11/16/94,2,US govt defendant,11,-8,5,-8,AYERS,IND,SHEA,FED,ESPY ET AL,AYERS ET AL,DEF,PLT,STRONG,STRONG,FED,IND,1995,2,10-82-9301103-2
10-82-9302181,10-82-9302181,1,82,1,1,6/24/97,10/15/93,10/15/93,4/25/97,1,US govt plaintiff,5,1,1,2,USA,FED,"TELLURIDE COMPANY, ET AL",BIZ,USA,TELLURIDE ET A,PLT,DEF,STRONG,STRONG,FED,BIZ,1997,1,10-82-9302181-1
10-82-9400277,10-82-9400277,1,82,1,1,11/24/98,2/2/94,2/2/94,9/25/98,2,US govt defendant,6,1,5,-8,CO ENVIRONMENT COAL,BIZ,"ESPY, ET AL",FED,GLICKMAN,COLO ET AL,DEF,PLT,MOD,MOD,FED,BIZ,1998,1,10-82-9400277-1
10-82-9400491,10-82-9400491,1,82,1,1,4/6/99,3/2/94,3/2/94,5/5/95,1,US govt plaintiff,14,-8,5,-8,USA,FED,CO WATER QLTY CTRL,BIZ,UNITED,COLO,PLT,DEF,MOD,MOD,FED,BIZ,1999,1,10-82-9400491-1
10-82-9401370,10-82-9401370,1,82,1,1,10/18/96,6/10/94,6/10/94,7/31/96,2,US govt defendant,6,2,1,1,"FRIENDS OF THE BOW, ET AL",NGO,"THOMPSON, ET AL",FED,FRIENDS ET AL,THOMPSON ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,1996,1,10-82-9401370-1
10-82-9402004,10-82-9402004,1,82,1,1,3/21/96,8/29/94,8/29/94,2/26/96,1,US govt plaintiff,0,-8,1,1,USA,FED,"DENVER, CTY & CTY OF, ET AL",LOC,"DENVER,",USA ET AL,DEF,PLT,STRONG,STRONG,LOC,FED,1996,1,10-82-9402004-1
10-82-9402273,10-82-9402273,1,82,1,1,10/1/99,10/4/94,10/4/94,8/6/01,2,US govt defendant,18,-8,1,2,"SIERRA CLUB BL HILLS, ET AL",NGO,"FOREST, ET AL",FED,SIERRA ET AL,U.S. ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,1999,1,10-82-9402273-1
10-82-9402853,10-82-9402853,1,82,1,1,10/9/98,12/14/94,12/14/94,9/15/98,2,US govt defendant,6,2,2,1,"AZTEC MINERALS CORP, ET AL",BIZ,"EPA, ET AL",FED,AZTEC ET AL,EPA ET AL,PLT,DEF,STRONG,STRONG,BIZ,FED,1998,1,10-82-9402853-1
10-82-9502575,10-82-9502575,1,82,1,1,4/9/97,10/10/95,10/10/95,2/27/97,2,US govt defendant,6,2,1,1,"BIODIVERSITY LEGAL, ET AL",NGO,"BABBITT, ET AL",FED,BIODIVERSITY ET,BABBITT ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,1997,1,10-82-9502575-1
10-82-9601037,10-82-9601037,1,82,1,1,11/26/99,4/30/96,4/30/96,3/31/97,2,US govt defendant,6,2,1,1,AMOCO OIL COMPANY,BIZ,EPA,FED,AMOCO,EPA,PLT,DEF,STRONG,STRONG,BIZ,FED,1999,1,10-82-9601037-1
10-82-9602009,10-82-9602009,1,82,1,1,10/9/97,8/28/96,8/28/96,8/4/97,2,US govt defendant,14,-8,1,1,HIGH CTRY CITIZENS,NGO,FOREST,FED,HIGH,U.S.,PLT,DEF,MOD,MOD,NGO,FED,1997,1,10-82-9602009-1
10-82-9602225,10-82-9602225,1,82,1,1,4/20/99,9/23/96,9/23/96,9/15/97,2,US govt defendant,6,2,2,1,SHOOTING STAR RANCH,BIZ,"USA, ET AL",FED,SHOOTING,UNITED ET AL,PLT,DEF,STRONG,STRONG,BIZ,FED,1999,1,10-82-9602225-1
10-82-9602339,NA,1,NA,NA,1,11/14/96,10/7/96,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,CAMBRIDGE ET AL,GSA ET AL,NA,NA,NA,NA,BIZ,FED,1996,1,10-82-9602339-1
10-82-9602686,10-82-9602686,2,82,1,1,9/3/04,11/19/96,11/19/96,4/30/04,2,US govt defendant,11,-8,1,5,"TROUT UNLIMITED, ET AL",PUB_ORG,"AGRI, ET AL",FED,TROUT ET AL,UNITED ET AL,PLT,DEF,MOD,MOD,PUB_ORG,FED,2004,1,10-82-9602686-1
10-82-9602686,10-82-9602686,2,82,1,1,8/19/04,11/19/96,11/19/96,4/30/04,2,US govt defendant,11,-8,1,5,"TROUT UNLIMITED, ET AL",PUB_ORG,"AGRI, ET AL",FED,WATER ET AL,TROUT ET AL,DEF,PLT,MOD,MOD,FED,NGO,2004,2,10-82-9602686-2
10-82-9700266,10-82-9700266,1,82,1,1,7/10/97,2/10/97,2/10/97,6/16/97,2,US govt defendant,2,-8,1,1,MARATHON OIL COMPANY,BIZ,"BABBITT, ET AL",FED,MARATHON,BABBITT ET AL,PLT,DEF,STRONG,STRONG,BIZ,FED,1997,1,10-82-9700266-1
10-82-9700529,10-82-9700529,3,82,1,1,1/24/03,3/17/97,3/17/97,3/8/01,2,US govt defendant,6,2,5,-8,SIERRA CLUB,NGO,"DOE, ET AL",IND,ABRAHAM ET AL,SIERRA ET AL,DEF,PLT,MOD,MOD,IND,NGO,2003,1,10-82-9700529-1
10-82-9700529,10-82-9700529,3,82,1,1,1/22/03,3/17/97,3/17/97,3/8/01,2,US govt defendant,6,2,5,-8,SIERRA CLUB,NGO,"DOE, ET AL",IND,MINERAL ET AL,SIERRA ET AL,DEF,PLT,MOD,MOD,IND,NGO,2003,2,10-82-9700529-2
10-82-9700529,10-82-9700529,3,82,1,1,4/5/01,3/17/97,3/17/97,3/8/01,2,US govt defendant,6,2,1,2,SIERRA CLUB,NGO,"DOE, ET AL",IND,SIERRA,DOE ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2001,3,10-82-9700529-3
10-82-9700737,10-82-9700737,1,82,1,1,12/21/99,4/11/97,4/11/97,11/17/99,2,US govt defendant,9,3,5,-8,SPORTSMENS WLDLF DFS,BIZ,"WEST SLOPE ENV RSRC, ET AL",FED,SPORTSMEN ET AL,ROMER ET AL,PLT,DEF,MOD,MOD,BIZ,FED,1999,1,10-82-9700737-1
10-82-9701161,10-82-9701161,1,82,1,1,11/5/97,6/4/97,6/4/97,9/10/97,2,US govt defendant,6,2,1,1,AWARE,IND,"CO DEPT TRANSPORT, ET AL",STA,AWARE,COLORADO ET AL,PLT,DEF,STRONG,STRONG,IND,STA,1997,1,10-82-9701161-1
10-82-9701654,10-82-9701654,1,82,1,1,5/1/01,8/1/97,8/1/97,3/7/01,1,US govt plaintiff,9,1,1,1,USA,FED,"POWER ENGINEERING CO, ET AL",BIZ,POWER,UNITED ET AL,DEF,PLT,STRONG,STRONG,BIZ,FED,2001,1,10-82-9701654-1
10-82-9702665,10-82-9702665,1,82,1,1,5/31/01,12/19/97,12/19/97,3/30/01,2,US govt defendant,6,2,5,-8,"NATIONAL MINING ASSN, ET AL",BIZ,"BROWNER, ET AL",FED,EPA ET AL,NATIONAL ET AL,DEF,PLT,MOD,MOD,FED,BIZ,2001,1,10-82-9702665-1
10-82-9801276,10-82-9801276,1,82,1,1,10/8/98,6/11/98,6/11/98,9/21/98,2,US govt defendant,6,2,1,1,"CO ENVIRONMENT COAL, ET AL",BIZ,"DOMBECK, ET AL",FED,COLO ET AL,DOMBECK ET AL,PLT,DEF,STRONG,STRONG,BIZ,FED,1998,1,10-82-9801276-1
10-82-9801600,10-82-9801600,1,82,1,1,9/14/16,7/23/98,7/23/98,1/25/00,1,US govt plaintiff,5,1,1,1,"USA, ET AL",FED,"CO ORGANIC CHEM CO, ET AL",BIZ,NDSC INDUSTRIAL PARK,COLORADO & EASTERN R,PLT,DEF,STRONG,STRONG,FED,BIZ,2016,1,10-82-9801600-1
10-82-9801621,10-82-9801621,1,82,1,1,5/30/00,7/27/98,7/27/98,5/3/00,2,US govt defendant,17,2,1,1,"AMERICAN WILDLANDS, ET AL",NGO,"BROWNER, ET AL",FED,AMERICAN ET AL,BROWNER ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2000,1,10-82-9801621-1
10-82-9801766,10-82-9801766,1,82,1,1,8/5/02,8/17/98,8/17/98,11/17/00,2,US govt defendant,11,-8,2,1,HANNON,IND,"CLARK, ET AL",FED,HANNON,CLARK ET AL,PLT,DEF,STRONG,STRONG,IND,FED,2002,1,10-82-9801766-1
10-82-9802696,10-82-9802696,1,82,1,1,3/22/99,12/11/98,12/11/98,1/19/99,2,US govt defendant,6,2,1,1,"CO FARM BUREAU FED, ET AL",BIZ,"FOREST, ET AL",FED,COLORADO ET AL,US ET AL,DEF,PLT,STRONG,STRONG,FED,FED,1999,1,10-82-9802696-1
10-82-9900978,10-82-9900978,1,82,1,1,10/29/02,5/21/99,5/21/99,8/28/02,2,US govt defendant,9,2,1,6,FRIENDS MAROLT PARK,NGO,"TRAN, ET AL",FED,FRIENDS,US ET AL,PLT,DEF,MOD,MOD,NGO,FED,2002,1,10-82-9900978-1
10-82-9901149,10-82-9901149,1,82,1,1,12/4/02,6/18/99,6/18/99,9/30/02,2,US govt defendant,19,2,2,6,CO OFF HWY VEH COAL,BIZ,"FOREST, ET AL",FED,CO,U.S. ET AL,PLT,DEF,MOD,MOD,BIZ,FED,2002,1,10-82-9901149-1
10-82-9902173,10-82-9902173,2,82,1,1,8/22/13,11/10/99,11/10/99,9/12/00,2,US govt defendant,13,-8,1,1,"BIODIVERSITY ASSOC, ET AL",BIZ,"LAVERTY, ET AL",FED,BIODIVERSITY CONSERV,BOBZIEN,PLT,DEF,MOD,MOD,NGO,FED,2013,1,10-82-9902173-1
10-82-9902173,10-82-9902173,2,82,1,1,1/7/03,11/10/99,11/10/99,9/12/00,2,US govt defendant,13,-8,1,1,"BIODIVERSITY ASSOC, ET AL",BIZ,"LAVERTY, ET AL",FED,BIODIVERSITY ET,SIERRA ET AL,PLT,DEF,STRONG,STRONG,BIZ,NGO,2003,2,10-82-9902173-2
10-83-0502328,10-83-0502328,2,83,2,2,8/26/08,7/28/05,7/28/05,6/26/08,2,US govt defendant,7,2,1,1,RAYTHEON AIRCRAFT COMPANY,BIZ,USA,FED,RAYTHEON  AIRCRAFT,UNITED STATES OF AME,PLT,DEF,STRONG,STRONG,BIZ,FED,2008,1,10-83-0502328-1
10-83-0502328,10-83-0502328,2,83,2,2,8/27/08,7/28/05,7/28/05,6/26/08,2,US govt defendant,7,2,5,-8,RAYTHEON AIRCRAFT COMPANY,BIZ,USA,FED,UNITED STATES OF AME,RAYTHEON  AIRCRAFT,DEF,PLT,STRONG,STRONG,FED,BIZ,2008,2,10-83-0502328-2
10-83-0802534,10-83-0802534,1,83,2,2,1/3/11,10/24/08,10/24/08,11/8/10,2,federal question,6,2,1,1,"PRAIRIE BAND POTTAWATOM, ET AL",TRIBE,"FEDERAL HIGHWAY ADMINIS, ET AL",FED,PRAIRIE BAND POTTAWA,FEDERAL HIGHWAY ADMI,PLT,DEF,STRONG,STRONG,TRIBE,FED,2011,1,10-83-0802534-1
10-83-1002008,10-83-1002008,1,83,2,2,7/21/11,1/7/10,1/7/10,6/29/11,2,US govt defendant,6,2,1,1,"HILLSDALE ENVIRONMENTAL, ET AL",BIZ,"UNITED STATES ARMY CORP, ET AL",FED,HILLSIDE ENVIRONMENT,UNITED STATES ARMY C,PLT,DEF,STRONG,STRONG,BIZ,FED,2011,1,10-83-1002008-1
10-83-8902090,10-83-8902090,1,83,2,2,5/4/89,2/22/89,2/22/89,3/2/89,2,US govt defendant,6,2,2,2,PROTECT OUR EAGLES' TREES,NGO,"CITY OF LAWRENCE, KANSAS",LOC,PROTECT ET AL,CITY ET AL,PLT,DEF,STRONG,STRONG,NGO,LOC,1989,1,10-83-8902090-1
10-83-8902371,10-83-8902371,2,83,2,2,5/30/91,8/22/89,8/22/89,6/17/92,1,US govt plaintiff,5,1,5,-8,UNITED STATES OF AMERICA,FED,"MPM CONTRACTORS, INC.,",BIZ,MCGILL,USA ET AL,DEF,PLT,MOD,MOD,BIZ,FED,1991,1,10-83-8902371-1
10-83-8902371,10-83-8902371,2,83,2,2,5/30/91,8/22/89,8/22/89,6/17/92,1,US govt plaintiff,5,1,5,-8,UNITED STATES OF AMERICA,FED,"MPM CONTRACTORS, INC.,",BIZ,MPM,USA ET AL,DEF,PLT,STRONG,STRONG,BIZ,FED,1991,2,10-83-8902371-2
10-83-9702132,10-83-9702132,2,83,2,2,9/23/97,3/12/97,3/12/97,7/17/97,2,US govt defendant,14,-8,1,1,"ROSS, ET AL",IND,"FEDERAL HIGHWAY, ET AL",FED,FEDERAL ET AL,ROSS ET AL,DEF,PLT,STRONG,STRONG,FED,IND,1997,1,10-83-9702132-1
10-83-9702132,10-83-9702132,2,83,2,2,8/24/99,3/12/97,3/12/97,7/17/97,2,US govt defendant,14,-8,1,1,"ROSS, ET AL",IND,"FEDERAL HIGHWAY, ET AL",FED,ROSS ET AL,FEDERAL ET AL,PLT,DEF,STRONG,STRONG,IND,FED,1999,2,10-83-9702132-2
10-84-0100314,10-84-0100314,1,84,1,1,10/7/02,3/20/01,3/20/01,7/30/02,2,US govt defendant,6,2,5,-8,FOREST GUARDIANS,NGO,UNITED STATES FOREST SERVICE,BIZ,FOREST,UNITED,PLT,DEF,STRONG,STRONG,NGO,BIZ,2002,1,10-84-0100314-1
10-84-0100520,10-84-0100520,2,84,1,1,1/3/02,5/9/01,5/9/01,7/11/02,2,US govt defendant,12,-8,5,-8,"FORD, ET AL",IND,THOMAS,FED,FORD ET AL,VALLEY,PLT,DEF,STRONG,STRONG,IND,FED,2002,1,10-84-0100520-1
10-84-0100520,10-84-0100520,2,84,1,1,12/27/01,5/9/01,5/9/01,7/11/02,2,US govt defendant,12,-8,5,-8,"FORD, ET AL",IND,THOMAS,FED,VALLEY ET AL,FORD,DEF,PLT,STRONG,STRONG,FED,IND,2001,2,10-84-0100520-2
10-84-0200150,10-84-0200150,1,84,1,1,6/28/04,2/8/02,2/8/02,5/21/04,2,US govt defendant,19,2,1,1,"DEFENDERS WILDLIFE, ET AL",NGO,EPA,FED,DEFENDERS ET AL,EPA,PLT,DEF,STRONG,STRONG,NGO,FED,2004,1,10-84-0200150-1
10-84-0200461,10-84-0200461,1,84,1,1,11/21/03,4/25/02,4/25/02,9/30/03,2,US govt defendant,11,-8,5,-8,"NEW MEXICO CATTLE, ET AL",BIZ,"NORTON, ET AL",FED,NORTON ET AL,NEW ET AL,DEF,PLT,STRONG,STRONG,FED,BIZ,2003,1,10-84-0200461-1
10-84-0201306,10-84-0201306,1,84,1,1,1/13/03,10/15/02,10/15/02,9/17/04,2,federal question,12,-8,1,1,VALLEY COMMUNITY,LOC,MINETA,FED,VALLEY ET AL,MINETA ET AL,PLT,DEF,STRONG,STRONG,LOC,FED,2003,1,10-84-0201306-1
10-84-0300252,NA,1,NA,NA,1,2/27/06,3/25/03,NA,NA,2,NA,99,NA,4,-8,NA,NA,NA,NA,CENTER ET AL,NORTON ET AL,NA,NA,NA,NA,NGO,FED,2006,1,10-84-0300252-1
10-84-0300508,10-84-0300508,1,84,1,1,4/5/05,4/30/03,4/30/03,1/31/05,2,US govt defendant,6,2,5,-8,"COALITION OF ARIZONA, ET AL",NGO,"UNITED STATES FISH, ET AL",FED,COALITION ET AL,DEFENDERS ET A,PLT,DEF,MOD,MOD,BIZ,NGO,2005,1,10-84-0300508-1
10-84-0301423,10-84-0301423,1,84,1,1,8/7/07,12/12/03,12/12/03,6/18/07,2,US govt defendant,6,2,1,5,"CHIHUAHUAN GRASSLAND, ET AL",NGO,"NORTON, ET AL",FED,NEW MEXICO WILDERNES,RUNDELL,DEF,PLT,STRONG,STRONG,NGO,NGO,2007,1,10-84-0301423-1
10-84-0400143,10-84-0400143,1,84,2,2,6/21/05,2/10/04,2/10/04,5/10/05,2,US govt defendant,6,2,1,1,"FOREST GUARDIANS, ET AL",NGO,"FORSGREN, ET AL",FED,FOREST ET AL,FORSGREN ET AL,PLT,DEF,STRONG,STRONG,NGO,FED,2005,1,10-84-0400143-1
10-84-0401038,10-84-0401038,1,84,1,1,12/1/08,9/15/04,9/15/04,9/30/08,2,US govt defendant,6,2,5,-8,"SAN JUAN CITIZENS ALLIA, ET AL",NGO,"DEPARTMENT OF INTERIOR, ET AL",FED,SAN JUAN CITIZENS AL,WILLIAMS PRODUCTION,PLT,DEF,MOD,MOD,NGO,FED,2008,1,10-84-0401038-1
10-84-0500372,10-84-0500372,2,84,1,1,10/25/06,4/4/05,4/4/05,8/24/06,2,US govt defendant,6,2,1,1,"FOREST GUARDIANS, ET AL",NGO,FOREST SERVICE,BIZ,FOREST GUARDIANS,UNITED STATES FOREST,PLT,DEF,MOD,MOD,NGO,FED,2006,1,10-84-0500372-1
10-84-0500372,10-84-0500372,2,84,1,1,3/8/10,4/4/05,4/4/05,8/24/06,2,US govt defendant,6,2,1,1,"FOREST GUARDIANS, ET AL",NGO,FOREST SERVICE,BIZ,FOREST GUARDIANS,UNITED STATES FOREST,PLT,DEF,MOD,MOD,NGO,FED,2010,2,10-84-0500372-2
10-84-0500460,10-84-0500460,3,84,6,6,12/11/06,4/22/05,4/22/05,9/27/06,2,US govt defendant,14,-8,1,3,"STATE OF NEW MEXICO, ET AL",STA,"BLM, ET AL",FED,INDEPENDENT PETROLEU,STATE OF NEW MEXICO,DEF,PLT,MOD,MOD,FED,STA,2006,1,10-84-0500460-1
10-84-0500460,10-84-0500460,3,84,6,6,12/11/06,4/22/05,4/22/05,9/27/06,2,US govt defendant,14,-8,1,3,"STATE OF NEW MEXICO, ET AL",STA,"BLM, ET AL",FED,NEW MEXICO WILDERNES,BUREAU OF LAND MANAG,PLT,DEF,MOD,MOD,NGO,FED,2006,2,10-84-0500460-2
10-84-0500460,10-84-0500460,3,84,6,6,12/11/06,4/22/05,4/22/05,9/27/06,2,US govt defendant,14,-8,1,3,"STATE OF NEW MEXICO, ET AL",STA,"BLM, ET AL",FED,STATE OF NEW MEXICO,BUREAU OF LAND MANAG,PLT,DEF,MOD,MOD,STA,FED,2006,3,10-84-0500460-3
10-84-0600231,10-84-0600231,1,84,1,1,9/24/08,3/27/06,3/27/06,9/3/08,2,federal question,14,-8,1,1,"FOREST GUARDIANS, ET AL",NGO,"US FISH & WILDLIFE, ET AL",FED,FOREST GUARDIANS,UNITED STATES FISH A,PLT,DEF,STRONG,STRONG,NGO,FED,2008,1,10-84-0600231-1
10-84-0700503,10-84-0700503,1,84,1,1,12/4/08,5/22/07,5/22/07,10/31/08,2,US govt defendant,19,0,2,3,MCKEEN,IND,UNITED STATES FOREST SERVICE,BIZ,MCKEEN,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,IND,FED,2008,1,10-84-0700503-1
10-84-0701043,10-84-0701043,1,84,1,1,11/23/09,10/16/07,10/16/07,9/30/09,2,US govt defendant,14,-8,5,-8,FOREST GUARDIANS,NGO,UNITED STATES FOREST SERVICE,BIZ,WILDEARTH GUARDIANS,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,NGO,FED,2009,1,10-84-0701043-1
10-84-1000760,10-84-1000760,1,84,1,1,7/7/11,8/16/10,8/16/10,5/23/11,2,US govt defendant,6,2,1,1,THE LOS ALAMOS STUDY GROUP,BIZ,"UNITED STATES DEPARTMEN, ET AL",FED,LOS ALAMOS STUDY GRO,CHU,PLT,DEF,MOD,MOD,BIZ,FED,2011,1,10-84-1000760-1
10-84-1200401,10-84-1200401,1,84,1,1,4/26/13,4/17/12,4/17/12,12/31/14,2,US govt defendant,13,0,1,1,VILLAGE OF LOGAN,LOC,"UNITED STATES DEPARTMEN, ET AL",FED,VILLAGE OF LOGAN,UNITED STATES DEPART,PLT,DEF,STRONG,STRONG,LOC,FED,2013,1,10-84-1200401-1
10-84-1201272,10-84-1201272,2,84,1,1,6/24/13,12/10/12,12/10/12,7/25/14,2,US govt defendant,6,2,2,2,THE NEW MEXICO OFF-HIGHWAY VEH,BIZ,"UNITED STATES FOREST SE, ET AL",FED,CENTER FOR BIOLOGICA,THE NEW MEXICO OFF-H,DEF,PLT,STRONG,STRONG,NGO,BIZ,2013,1,10-84-1201272-1
10-84-1201272,10-84-1201272,2,84,1,1,8/5/14,12/10/12,12/10/12,7/25/14,2,US govt defendant,6,2,1,6,THE NEW MEXICO OFF-HIGHWAY VEH,BIZ,"UNITED STATES FOREST SE, ET AL",FED,THE NEW MEXICO OFF-H,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,BIZ,FED,2014,2,10-84-1201272-2
10-84-1300328,10-84-1300328,1,84,1,1,11/24/15,4/5/13,4/5/13,9/30/15,2,US govt defendant,6,2,1,3,CHEVRON MINING INC.,BIZ,"UNITED STATES OF AMERIC, ET AL",FED,CHEVRON MINING INC.,UNITED STATES OF AME,PLT,DEF,STRONG,STRONG,BIZ,FED,2015,1,10-84-1300328-1
10-84-1400666,10-84-1400666,1,84,1,1,10/15/18,7/24/14,7/24/14,8/14/18,2,US govt defendant,6,4,1,1,WILDEARTH GUARDIANS,NGO,"UNITED STATES BUREAU OF, ET AL",FED,WILDEARTH GUARDIANS,UNITED STATES ARMY C,PLT,DEF,STRONG,STRONG,NGO,FED,2018,1,10-84-1400666-1
10-84-1400828,10-84-1400828,1,84,1,1,11/21/18,9/10/14,9/10/14,9/26/18,2,US govt defendant,20,0,5,-8,WILDEARTH GUARDIANS,NGO,UNITED STATES FOREST SERVICE,BIZ,UNITED STATES FOREST,WILDEARTH GUARDIANS,DEF,PLT,STRONG,STRONG,FED,NGO,2018,1,10-84-1400828-1
10-84-1500428,10-84-1500428,1,84,2,2,12/12/17,5/20/15,5/20/15,10/25/17,2,US govt defendant,14,0,1,2,"NEW MEXICO FARM & LIVES, ET AL",BIZ,"UNITED STATES DEPARTMEN, ET AL",FED,NEW MEXICO FARM AND,UNITED STATES DEPART,PLT,DEF,STRONG,STRONG,BIZ,FED,2017,1,10-84-1500428-1
10-84-1601073,10-84-1601073,1,84,1,1,1/18/17,9/29/16,9/29/16,12/23/16,2,US govt defendant,3,0,2,1,NEW MEXICO OFF-HIGHWAY VEHICLE,BIZ,"UNITED STATES FOREST SE, ET AL",FED,THE NEW MEXICO OFF-H,UNITED STATES FOREST,PLT,DEF,STRONG,STRONG,BIZ,FED,2017,1,10-84-1601073-1
10-84-1800486,10-84-1800486,1,84,1,1,7/9/19,5/24/18,5/24/18,6/3/19,2,US govt defendant,6,2,1,1,"WILD WATERSHED, ET AL",NGO,"HURLOCKER, ET AL",FED,WILD WATERSHED,HURLOCKER,PLT,DEF,STRONG,STRONG,NGO,FED,2019,1,10-84-1800486-1
10-84-1900505,10-84-1900505,1,84,1,1,10/19/20,6/3/19,6/3/19,8/18/20,2,US govt defendant,6,1,5,-8,WILDEARTH GUARDIANS,NGO,"BERNHARDT, ET AL",FED,WILDEARTH GUARDIANS,BERNHARDT,PLT,DEF,STRONG,STRONG,NGO,FED,2020,1,10-84-1900505-1
10-84-8700642,NA,1,NA,NA,1,10/19/90,6/3/87,NA,NA,2,NA,99,NA,1,1,NA,NA,NA,NA,ALL ET AL,HODEL ET AL,NA,NA,NA,NA,UNKNOWN,FED,1990,1,10-84-8700642-1
10-84-8801032,10-84-8801032,5,84,1,1,2/21/90,8/29/88,8/29/88,11/30/89,2,US govt defendant,6,2,1,1,VILLAGE OF LOS RANCHOS ETAL,LOC,"HEIBERT,E.R. ETAL",FED,BULLOCK ET AL,VILLAGE ET AL,DEF,PLT,MOD,MOD,FED,LOC,1990,1,10-84-8801032-1
10-84-8801032,10-84-8801032,5,84,1,1,2/11/92,8/29/88,8/29/88,11/30/89,2,US govt defendant,6,2,2,1,VILLAGE OF LOS RANCHOS ETAL,LOC,"HEIBERT,E.R. ETAL",FED,BULLOCK ET AL,VILLAGE ET AL,DEF,PLT,MOD,MOD,FED,LOC,1992,2,10-84-8801032-2
