CDD_ID_A,CDD_ID_D,CDD_ID_row,DISTRICT,OFFICE,DOFFICE,DKTDATE,DDKTDATE,JUDGDATE,FILEDATE,TERMDATE,JURIS,DJURIS,DISP,JUDGMENT,ADISP,OUTCOME,DPLT,DPLT_typ,DDEF,DDEF_typ,PLT,DEF,appellant_PLT_DEF,appellee_PLT_DEF,match_type,match_type_update,yr_file,yr_term,PLT_typ,DEF_typ,row_add,ID
0-90-1601599,0-90-1601599,1,90,1,1,2022-01-25,2016-08-05,1900-01-01,2016-08-05,1900-01-01,2,US govt defendant,-8,-8,-8,-8,"AMERICAN FOREST RESOURC, ET AL",NGO,"KORNZE, ET AL",FED,STONE-MANNING,AMERICAN FOREST RESO,DEF,PLT,MOD,MOD,2022,1900,FED,NGO,1,0-90-1601599-1
0-90-1601602,0-90-1601602,1,90,1,1,2022-01-25,2016-08-05,1900-01-01,2016-08-05,1900-01-01,2,US govt defendant,-8,-8,-8,-8,ASSOCIATION OF O & C COUNTIES,LOC,"KORNZE, ET AL",FED,STONE-MANNING,ASSOCIATION OF O&C C,DEF,PLT,MOD,MOD,2022,1900,FED,LOC,1,0-90-1601602-1
0-90-1601724,0-90-1601724,5,90,1,1,2021-01-28,2016-08-25,2021-04-28,2016-08-25,2019-06-03,2,US govt defendant,11,0,5,-8,"WILDEARTH GUARDIANS, ET AL",NGO,"JEWELL, ET AL",FED,AMERICAN PETROLEUM I,WILDEARTH GUARDIANS,DEF,PLT,MOD,MOD,2021,2021,FED,NGO,1,0-90-1601724-1
0-90-1601724,0-90-1601724,5,90,1,1,2021-01-14,2016-08-25,2021-04-28,2016-08-25,2019-06-03,2,US govt defendant,11,0,5,-8,"WILDEARTH GUARDIANS, ET AL",NGO,"JEWELL, ET AL",FED,BERNHARDT,WILDEARTH GUARDIANS,DEF,PLT,MOD,MOD,2021,2021,FED,NGO,2,0-90-1601724-2
0-90-1601724,0-90-1601724,5,90,1,1,2021-01-28,2016-08-25,2021-04-28,2016-08-25,2019-06-03,2,US govt defendant,11,0,5,-8,"WILDEARTH GUARDIANS, ET AL",NGO,"JEWELL, ET AL",FED,STATE OF UTAH,WILDEARTH GUARDIANS,DEF,PLT,MOD,MOD,2021,2021,STA,NGO,3,0-90-1601724-3
0-90-1601724,0-90-1601724,5,90,1,1,2021-01-27,2016-08-25,2021-04-28,2016-08-25,2019-06-03,2,US govt defendant,11,0,5,-8,"WILDEARTH GUARDIANS, ET AL",NGO,"JEWELL, ET AL",FED,STATE OF WYOMING,WILDEARTH GUARDIANS,DEF,PLT,MOD,MOD,2021,2021,STA,NGO,4,0-90-1601724-4
0-90-1601724,0-90-1601724,5,90,1,1,2021-01-27,2016-08-25,2021-04-28,2016-08-25,2019-06-03,2,US govt defendant,11,0,5,-8,"WILDEARTH GUARDIANS, ET AL",NGO,"JEWELL, ET AL",FED,WESTERN ENERGY ALLIA,WILDEARTH GUARDIANS,DEF,PLT,MOD,MOD,2021,2021,FED,NGO,5,0-90-1601724-5
0-90-1601909,0-90-1601909,1,90,1,1,2018-04-06,2016-09-26,2018-06-27,2016-09-26,2018-01-31,2,US govt defendant,0,0,5,-8,"FRIENDS OF ANIMALS, ET AL",NGO,"JEWELL, ET AL",FED,ZINKE,BUFFALO FIELD CAMPAI,PLT,DEF,STRONG,STRONG,2018,2018,FED,FED,1,0-90-1601909-1
0-90-1602461,0-90-1602461,1,90,1,1,2018-11-16,2016-12-16,2020-04-17,2016-12-16,2018-09-17,2,US govt defendant,3,0,1,1,SIERRA CLUB,NGO,MCCARTHY,FED,SIERRA CLUB,WHEELER,PLT,DEF,MOD,MOD,2018,2020,NGO,FED,1,0-90-1602461-1
0-90-1602495,0-90-1602495,2,90,1,1,2019-05-21,2016-12-21,2020-02-27,2016-12-21,2019-03-21,2,US govt defendant,6,1,5,-8,"GROUNDFISH FORUM, ET AL",BIZ,"PRITZKER, ET AL",FED,"CITY OF ADAK, AK",GROUNDFISH FORUM,DEF,PLT,MOD,MOD,2019,2020,FED,BIZ,1,0-90-1602495-1
0-90-1602495,0-90-1602495,2,90,1,1,2019-05-22,2016-12-21,2020-01-23,2016-12-21,2019-03-21,2,US govt defendant,6,1,5,-8,"GROUNDFISH FORUM, ET AL",BIZ,"PRITZKER, ET AL",FED,ROSS,GROUNDFISH FORUM,DEF,PLT,MOD,MOD,2019,2020,FED,BIZ,2,0-90-1602495-2
0-90-1700280,0-90-1700280,2,90,1,1,2020-01-24,2017-02-13,1900-01-01,2017-02-13,2019-11-22,2,US govt defendant,14,0,-8,-8,"ASSOCIATION OF O&C COUN, ET AL",LOC,"TRUMP, ET AL",FED,SODA MOUNTAIN WILDER,ASSOCIATION OF O&C C,DEF,PLT,MOD,MOD,2020,1900,NGO,LOC,1,0-90-1700280-1
0-90-1700280,0-90-1700280,2,90,1,1,2020-01-24,2017-02-13,1900-01-01,2017-02-13,2019-11-22,2,US govt defendant,14,0,-8,-8,"ASSOCIATION OF O&C COUN, ET AL",LOC,"TRUMP, ET AL",FED,TRUMP,ASSOCIATION OF O&C C,DEF,PLT,STRONG,STRONG,2020,1900,FED,LOC,2,0-90-1700280-2
0-90-1700609,0-90-1700609,2,90,1,1,2018-11-28,2017-04-05,2019-10-08,2017-04-05,2018-09-24,2,US govt defendant,14,0,5,-8,MONCRIEF,IND,"UNITED STATES DEPARTMEN, ET AL",FED,PIKUNI TRADITIONALIS,MONCRIEF,DEF,PLT,STRONG,STRONG,2018,2019,FED,IND,1,0-90-1700609-1
0-90-1700609,0-90-1700609,2,90,1,1,2018-11-28,2017-04-05,2019-04-12,2017-04-05,2018-09-24,2,US govt defendant,14,0,5,-8,MONCRIEF,IND,"UNITED STATES DEPARTMEN, ET AL",FED,UNITED STATES DEPART,MONCRIEF,DEF,PLT,STRONG,STRONG,2018,2019,FED,IND,2,0-90-1700609-2
0-90-1700829,0-90-1700829,1,90,1,1,2021-05-28,2017-05-04,1900-01-01,2017-05-04,2021-03-31,2,US govt defendant,6,2,-8,-8,"OCEANA, INC.",NGO,"ROSS, ET AL",IND,"OCEANA, INC.",RAIMONDO,PLT,DEF,STRONG,STRONG,2021,1900,NGO,IND,1,0-90-1700829-1
0-90-1701023,0-90-1701023,1,90,1,1,2019-05-31,2017-05-30,2020-04-28,2017-05-30,2019-03-31,2,US govt defendant,0,0,2,1,"POTOMAC RIVERKEEPER, IN, ET AL",NGO,"PRUITT, ET AL",FED,"POTOMAC RIVERKEEPER,",WHEELER,PLT,DEF,MOD,MOD,2019,2020,NGO,FED,1,0-90-1701023-1
0-90-1701361,0-90-1701361,2,90,1,1,2018-06-08,2017-07-12,2019-03-01,2017-07-12,2018-05-24,2,US govt defendant,6,2,1,2,NATIONAL PARKS CONSERVATION AS,NGO,"SEMONITE, ET AL",FED,NATIONAL PARKS CONSE,SEMONITE,PLT,DEF,STRONG,STRONG,2018,2019,NGO,FED,1,0-90-1701361-1
0-90-1701361,0-90-1701361,2,90,1,1,2019-05-31,2017-07-12,2019-05-31,2017-07-12,2018-05-24,2,US govt defendant,6,2,2,2,NATIONAL PARKS CONSERVATION AS,NGO,"SEMONITE, ET AL",FED,NATIONAL PARKS CONSE,SEMONITE,PLT,DEF,STRONG,STRONG,2019,2019,NGO,FED,2,0-90-1701361-2
0-90-1701574,0-90-1701574,2,90,1,1,2018-06-18,2017-08-03,2019-03-01,2017-08-03,2018-05-24,2,US govt defendant,6,2,1,2,"NATIONAL TRUST FOR HIST, ET AL",NGO,"SEMONITE, ET AL",FED,NATIONAL TRUST FOR H,SEMONITE,PLT,DEF,STRONG,STRONG,2018,2019,NGO,FED,1,0-90-1701574-1
0-90-1701574,0-90-1701574,2,90,1,1,2019-05-31,2017-08-03,2019-05-31,2017-08-03,2018-05-24,2,US govt defendant,6,2,2,2,"NATIONAL TRUST FOR HIST, ET AL",NGO,"SEMONITE, ET AL",FED,NATIONAL TRUST FOR H,SEMONITE,PLT,DEF,STRONG,STRONG,2019,2019,NGO,FED,2,0-90-1701574-2
0-90-1701714,0-90-1701714,1,90,1,1,2020-04-21,2017-08-23,2021-06-22,2017-08-23,2020-03-26,2,US govt defendant,17,2,1,2,FOOD & WATER WATCH,NGO,"UNITED STATES DEPARTMEN, ET AL",FED,FOOD & WATER WATCH,UNITED STATES DEPART,PLT,DEF,STRONG,STRONG,2020,2021,NGO,FED,1,0-90-1701714-1
0-90-1702487,0-90-1702487,2,90,1,1,2019-05-08,2017-11-15,2020-02-14,2017-11-15,1900-01-01,2,US govt defendant,-8,-8,1,2,GUAM,STA,"UNITED STATES DEPARTMEN, ET AL",FED,UNITED STATES OF AME,GOVERNMENT OF GUAM,DEF,PLT,STRONG,STRONG,2019,2020,FED,STA,1,0-90-1702487-1
0-90-1702487,0-90-1702487,2,90,1,1,2021-06-25,2017-11-15,2021-06-28,2017-11-15,1900-01-01,2,US govt defendant,-8,-8,2,2,GUAM,STA,"UNITED STATES DEPARTMEN, ET AL",FED,UNITED STATES OF AME,GOVERNMENT OF GUAM,DEF,PLT,STRONG,STRONG,2021,2021,FED,STA,2,0-90-1702487-2
0-90-1702504,0-90-1702504,1,90,1,1,2019-05-28,2017-11-20,2020-06-16,2017-11-20,2019-03-29,2,US govt defendant,0,0,1,1,"CENTER FOR BIOLOGICAL D, ET AL",NGO,"ZINKE, ET AL",FED,CENTER FOR BIOLOGICA,KURTH,PLT,DEF,MOD,MOD,2019,2020,NGO,FED,1,0-90-1702504-1
0-90-1702530,0-90-1702530,1,90,1,1,2019-05-23,2017-11-22,2020-06-16,2017-11-22,2019-03-29,2,US govt defendant,14,0,1,1,"FRIENDS OF ANIMALS, ET AL",NGO,"ZINKE, ET AL",FED,FRIENDS OF ANIMALS,ZIMBABWE CONSERVATIO,PLT,DEF,STRONG,STRONG,2019,2020,NGO,NGO,1,0-90-1702530-1
0-90-1702608,0-90-1702608,1,90,1,1,2019-04-08,2017-12-07,2019-08-26,2017-12-07,2019-02-04,2,US govt defendant,6,1,5,-8,"PUBLIC EMPLOYEES FOR EN, ET AL",NGO,U.S. CHEMICAL SAFETY AND HAZAR,FED,U.S. CHEMICAL SAFETY,PUBLIC EMPLOYEES FOR,DEF,PLT,STRONG,STRONG,2019,2019,FED,NGO,1,0-90-1702608-1
0-90-1702651,0-90-1702651,1,90,1,1,2019-03-08,2017-12-11,2020-10-13,2017-12-11,2019-03-05,2,US govt defendant,14,0,1,3,NORTH AMERICAN BUTTERFLY ASSOC,BIZ,"NIELSEN, ET AL",FED,NORTH AMERICAN BUTTE,NIELSEN,PLT,DEF,STRONG,STRONG,2019,2020,BIZ,FED,1,0-90-1702651-1
0-90-1702742,0-90-1702742,1,90,1,1,2019-04-16,2017-12-21,2020-04-21,2017-12-21,2019-02-12,2,US govt defendant,14,0,1,2,"PHYSICIANS FOR SOCIAL R, ET AL",OTHER,"PRUITT, ET AL",FED,PHYSICIANS FOR SOCIA,WHEELER,PLT,DEF,MOD,MOD,2019,2020,OTHER,FED,1,0-90-1702742-1
0-90-1800333,0-90-1800333,1,90,1,1,2019-01-29,2018-02-13,2019-12-20,2018-02-13,2018-12-26,2,US govt defendant,6,3,1,1,"MARTIN COUNTY, FLORIDA, ET AL",LOC,"U.S. DEPARTMENT OF TRAN, ET AL",FED,"INDIAN RIVER COUNTY,","MARTIN COUNTY, FLORI",DEF,PLT,MOD,MOD,2019,2019,FED,LOC,1,0-90-1800333-1
0-90-1801087,0-90-1801087,1,90,1,1,2019-12-31,2018-05-09,2020-04-27,2018-05-09,2019-10-28,2,US govt defendant,14,0,5,-8,CONSERVATION LAW FOUNDATION,NGO,"ROSS, ET AL",IND,ROSS,CONSERVATION LAW FOU,DEF,PLT,STRONG,STRONG,2019,2020,IND,NGO,1,0-90-1801087-1
0-90-1801529,0-90-1801529,1,90,1,1,2020-04-08,2018-06-27,2021-06-18,2018-06-27,2020-02-14,2,US govt defendant,17,2,1,1,"AMERICAN WILD HORSE CAM, ET AL",NGO,"ZINKE, ET AL",FED,WESTERN WATERSHEDS P,AMERICAN WILD HORSE,DEF,PLT,MOD,MOD,2020,2021,NGO,NGO,1,0-90-1801529-1
0-90-1801674,0-90-1801674,1,90,1,1,2020-06-23,2018-07-16,1900-01-01,2018-07-16,2020-04-21,2,US govt defendant,14,0,-8,-8,"GULF RESTORATION NETWOR, ET AL",NGO,"ZINKE, ET AL",FED,GULF RESTORATION NET,HAMMOND,PLT,DEF,MOD,MOD,2020,1900,NGO,FED,1,0-90-1801674-1
0-90-1802230,0-90-1802230,1,90,1,1,2020-06-19,2018-09-26,1900-01-01,2018-09-26,2020-04-15,2,US govt defendant,11,0,-8,-8,"WATERKEEPER ALLIANCE, I, ET AL",NGO,"WHEELER, ET AL",FED,WATERKEEPER ALLIANCE,WHEELER,PLT,DEF,STRONG,STRONG,2020,1900,NGO,FED,1,0-90-1802230-1
0-90-1802576,0-90-1802576,1,90,1,1,2020-04-13,2018-11-08,2021-05-25,2018-11-08,2020-02-19,2,US govt defendant,6,2,1,1,CENTER FOR BIOLOGICAL DIVERSIT,NGO,"ZINKE, ET AL",FED,CENTER FOR BIOLOGICA,BERNHARDT,PLT,DEF,MOD,MOD,2020,2021,NGO,FED,1,0-90-1802576-1
0-90-1802750,0-90-1802750,1,90,1,1,2020-05-26,2018-11-27,1900-01-01,2018-11-27,2020-03-26,2,US govt defendant,6,4,-8,-8,"MARINO, ET AL",IND,"NATIONAL OCEANIC AND AT, ET AL",FED,MARINO,WHALE AND DOLPHIN CO,PLT,DEF,STRONG,STRONG,2020,1900,IND,FED,1,0-90-1802750-1
0-90-1901011,0-90-1901011,1,90,1,1,2019-09-30,2019-04-10,2020-01-08,2019-04-10,2019-07-31,2,US govt defendant,6,2,5,-8,AMERICAN TUNABOAT ASSOCIATION,BIZ,"ROSS, ET AL",IND,AMERICAN TUNABOAT AS,ROSS,PLT,DEF,STRONG,STRONG,2019,2020,BIZ,IND,1,0-90-1901011-1
0-90-2000667,0-90-2000667,1,90,1,1,2021-04-23,2020-03-06,2021-06-15,2020-03-06,2021-02-19,2,US govt defendant,6,1,5,-8,"WILLIAMS, ET AL",FED,"ROSS, ET AL",IND,RAIMONDO,WILLIAMS,DEF,PLT,STRONG,STRONG,2021,2021,IND,FED,1,0-90-2000667-1
0-90-2000798,0-90-2000798,1,90,1,1,2022-03-17,2020-03-23,1900-01-01,2020-03-23,2022-01-12,2,US govt defendant,11,0,-8,-8,"BUFFALO FIELD CAMPAIGN, ET AL",NGO,"BERNHARDT, ET AL",FED,HAALAND,BUFFALO FIELD CAMPAI,DEF,PLT,STRONG,STRONG,2022,1900,FED,NGO,1,0-90-2000798-1
0-90-2102317,0-90-2102317,3,90,1,1,2022-02-11,2021-08-31,1900-01-01,2021-08-31,2022-02-09,2,US govt defendant,11,0,-8,-8,"FRIENDS OF THE EARTH, ET AL",NGO,"HAALAND, ET AL",FED,AMERICAN PETROLEUM I,FRIENDS OF THE EARTH,DEF,PLT,MOD,MOD,2022,1900,FED,NGO,1,0-90-2102317-1
0-90-2102317,0-90-2102317,3,90,1,1,2022-03-21,2021-08-31,1900-01-01,2021-08-31,2022-02-09,2,US govt defendant,11,0,-8,-8,"FRIENDS OF THE EARTH, ET AL",NGO,"HAALAND, ET AL",FED,CHEVRON U.S.A. INC.,FRIENDS OF THE EARTH,DEF,PLT,STRONG,STRONG,2022,1900,BIZ,NGO,2,0-90-2102317-2
0-90-2102317,0-90-2102317,3,90,1,1,2022-02-11,2021-08-31,1900-01-01,2021-08-31,2022-02-09,2,US govt defendant,11,0,-8,-8,"FRIENDS OF THE EARTH, ET AL",NGO,"HAALAND, ET AL",FED,STATE OF LOUISIANA,FRIENDS OF THE EARTH,DEF,PLT,MOD,MOD,2022,1900,STA,NGO,3,0-90-2102317-3
0-90-7801712,NA,2,NA,NA,1,1988-11-21,1978-09-12,1999-10-08,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,JOHN O. MARSH ET,MONONGAHELA PO,NA,NA,NA,NA,1988,1999,FED,NA,1,0-90-7801712-1
0-90-7801712,NA,2,NA,NA,1,1988-12-08,1978-09-12,1999-10-08,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,MONONGAHELA POWE,"JOHN O. MARSH,",NA,NA,NA,NA,1988,1999,NA,NA,2,0-90-7801712-2
0-90-8002350,NA,1,NA,NA,1,1990-08-16,1980-09-16,1990-08-24,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,NAT.WILD.FED.,"MARSH, JOHN O.",NA,NA,NA,NA,1990,1990,NGO,NA,1,0-90-8002350-1
0-90-8102134,0-90-8102134,3,90,1,1,1991-12-27,1981-09-08,1992-10-06,1981-09-08,1990-09-05,2,US govt defendant,13,-8,2,6,SAVE OUR CUMBERLAND ET AL,NGO,LUJAN,FED,CUMBERLAND MNTS,"LUJAN, MANUEL",PLT,DEF,STRONG,STRONG,1991,1992,NGO,FED,1,0-90-8102134-1
0-90-8102134,0-90-8102134,3,90,1,1,1991-12-27,1981-09-08,1992-10-06,1981-09-08,1990-09-05,2,US govt defendant,13,-8,2,6,SAVE OUR CUMBERLAND ET AL,NGO,LUJAN,FED,"LUJAN, MANUEL",CUMBERLAND MTNS,DEF,PLT,STRONG,STRONG,1991,1992,FED,NGO,2,0-90-8102134-2
0-90-8102134,0-90-8102134,3,90,1,1,1990-11-14,1981-09-08,1992-05-22,1981-09-08,1990-09-05,1,US govt defendant,13,-8,1,6,SAVE OUR CUMBERLAND ET AL,NGO,LUJAN,FED,"LUJAN, MANUEL",SAVE OUR CUMBER,DEF,PLT,STRONG,STRONG,1990,1992,FED,NGO,3,0-90-8102134-3
0-90-8202763,0-90-8202763,2,90,1,1,1993-02-11,1982-09-28,1997-06-27,1982-09-28,1988-11-18,2,US govt defendant,6,2,2,6,NAT RES DEF COUNC,NGO,BURFORD ETAL,FED,BURFORD ET AL,ENV ET AL,DEF,PLT,STRONG,STRONG,1993,1997,FED,NGO,1,0-90-8202763-1
0-90-8202763,0-90-8202763,2,90,1,1,1993-02-11,1982-09-28,1993-08-04,1982-09-28,1988-11-18,2,US govt defendant,6,2,5,-8,NAT RES DEF COUNC,NGO,BURFORD ETAL,FED,NATL ET AL,ENV ET AL,PLT,DEF,MOD,MOD,1993,1993,NGO,FED,2,0-90-8202763-2
0-90-8500238,NA,1,NA,NA,1,1988-12-02,1985-07-15,1989-06-20,NA,NA,2,NA,99,NA,1,2,NA,NA,NA,NA,NATIONAL WILDLIF,ROBERT F. BURF,NA,NA,NA,NA,1988,1989,NGO,NA,1,0-90-8500238-1
0-90-8500973,0-90-8500973,2,90,1,1,1988-10-19,1985-03-25,1990-07-27,1985-03-25,1988-07-27,2,US govt defendant,5,1,1,1,ENVIRONMENTAL ETAL,NGO,THOMAS ETAL,FED,ENVRMNTL DEFENSE,THOMAS ET AL,PLT,DEF,STRONG,STRONG,1988,1990,NGO,FED,1,0-90-8500973-1
0-90-8500973,NA,2,NA,NA,1,1988-10-24,1988-03-25,1990-07-27,NA,NA,2,NA,99,NA,1,1,NA,NA,NA,NA,NATL WILDLIFE,THOMAS ET AL,NA,NA,NA,NA,1988,1990,NGO,FED,2,0-90-8500973-2
0-90-8502238,0-90-8502238,2,90,1,1,1988-09-20,1985-07-15,1989-06-20,1985-07-15,1988-11-04,2,US govt defendant,6,2,1,2,NATL WILDLIFE FED,NGO,BURFORD ETAL,FED,ASARCO INC,NATL WILDLIFE,DEF,PLT,MOD,MOD,1988,1989,BIZ,NGO,1,0-90-8502238-1
0-90-8502238,0-90-8502238,2,90,1,1,1989-01-24,1985-07-15,1989-09-13,1985-07-15,1988-11-04,2,US govt defendant,6,2,4,-8,NATL WILDLIFE FED,NGO,BURFORD ETAL,FED,VENTO,BURFORD ET AL,PLT,DEF,STRONG,STRONG,1989,1989,NGO,FED,2,0-90-8502238-2
0-90-8602396,0-90-8602396,2,90,1,1,1993-07-14,1986-08-27,1994-11-22,1986-08-27,1989-04-11,2,US govt defendant,6,2,1,1,DAINGERFIELD ISLAND ETAL,LOC,HODEL ETA,FED,DAINGERFIELD ET,BABBITT ET AL,PLT,DEF,MOD,MOD,1993,1994,LOC,FED,1,0-90-8602396-1
0-90-8602396,0-90-8602396,2,90,1,1,1989-06-16,1986-08-27,1990-11-30,1986-08-27,1989-04-11,2,US govt defendant,6,2,1,2,DAINGERFIELD ISLAND ETAL,LOC,HODEL ETA,FED,DAINGERFIELD IS,LUJAN JR,PLT,DEF,MOD,MOD,1989,1990,LOC,FED,2,0-90-8602396-2
0-90-8700483,0-90-8700483,1,90,1,1,1988-10-17,1987-02-25,1989-02-06,1987-02-25,1989-02-23,2,US govt defendant,2,-8,2,1,BLAK ETAL,IND,USIA ETAL,FED,BALK,US INFO AGENCY,PLT,DEF,STRONG,STRONG,1988,1989,IND,FED,1,0-90-8700483-1
0-90-8700642,0-90-8700642,1,90,1,1,1988-06-08,1987-03-10,1988-07-05,1987-03-10,1988-05-16,2,US govt defendant,12,-8,5,-8,FOUND ECON TRENDS ETAL,BIZ,WEINBERGER ETAL,FED,FOUNDATION,CARLUCCI,PLT,DEF,MOD,MOD,1988,1988,BIZ,FED,1,0-90-8700642-1
0-90-8701016,0-90-8701016,2,90,1,1,1991-12-27,1987-04-13,1993-12-02,1987-04-13,1991-10-09,2,US govt defendant,11,-8,5,-8,"INDIANA COAL COUNCIL, ET AL",LOC,"HODEL, ET AL",FED,INDIAN COAL,"LUJAN, MANUEL",PLT,DEF,MOD,MOD,1991,1993,LOC,FED,1,0-90-8701016-1
0-90-8701016,0-90-8701016,2,90,1,1,1991-12-27,1987-04-13,1993-04-26,1987-04-13,1991-10-09,2,US govt defendant,11,-8,4,-8,"INDIANA COAL COUNCIL, ET AL",LOC,"HODEL, ET AL",FED,"LUJAN, MANUEL",INDIAN COAL,DEF,PLT,MOD,MOD,1991,1993,FED,LOC,2,0-90-8701016-2
0-90-8701051,0-90-8701051,1,90,1,1,1990-04-27,1987-04-15,1991-03-22,1987-04-15,1990-02-12,2,US govt defendant,6,3,1,2,"NATL. WILDLIFE FEDER, ET AL",NGO,"HODEL, ET AL",FED,HODEL,NATL  WILDLIFE,DEF,PLT,STRONG,STRONG,1990,1991,FED,NGO,1,0-90-8701051-1
0-90-8701814,0-90-8701814,1,90,1,1,1990-04-26,1987-07-07,1991-03-22,1987-07-07,1990-02-12,2,US govt defendant,6,3,1,2,"NATL. WILDLIFE FEDER, ET AL",NGO,"HODEL, ET AL",FED,WILDFIDE FEDERAT,LUJAN,PLT,DEF,MOD,MOD,1990,1991,NGO,FED,1,0-90-8701814-1
0-90-8702076,NA,2,NA,NA,1,1994-11-30,1994-07-27,1995-12-12,NA,NA,2,NA,99,NA,1,1,NA,NA,NA,NA,INTER ET AL,NATL ET AL,NA,NA,NA,NA,1994,1995,NA,NA,1,0-90-8702076-1
0-90-8702076,0-90-8702076,2,90,1,1,1994-11-30,1987-07-27,1995-12-12,1987-07-27,1994-09-16,2,US govt defendant,6,2,1,1,"NATIONAL COAL ASSOC., ET AL",BIZ,"CHRISTENSEN, ET AL",FED,NATL ET AL,FACTS ET AL,PLT,DEF,STRONG,STRONG,1994,1995,BIZ,FED,2,0-90-8702076-2
0-90-8702680,0-90-8702680,1,90,1,1,1988-11-25,1987-09-30,1990-01-17,1987-09-30,1990-02-21,2,federal question,12,-8,4,-8,"NATL.WILDLIFE FED., ET AL",NGO,THOMAS,FED,WISCONSIN PAPER,NA,PLT,DEF,MOD,MOD,1988,1990,NGO,FED,1,0-90-8702680-1
0-90-8702909,0-90-8702909,1,90,1,1,1990-04-11,1987-10-27,1991-09-06,1987-10-27,1990-01-24,2,US govt defendant,6,2,1,6,"FOUNDATION ON ECONOM, ET AL",BIZ,"LYNG, ET AL",FED,ECON. TRENDS,LYNG,PLT,DEF,STRONG,STRONG,1990,1991,BIZ,FED,1,0-90-8702909-1
0-90-8800301,0-90-8800301,1,90,1,1,1993-09-30,1988-02-05,1994-09-08,1988-02-05,1993-07-30,2,US govt defendant,11,-8,5,-8,"NATL. WILDLIFE FED., ET AL",NGO,HODEL,FED,BABBITT ET AL,NATL,DEF,PLT,MOD,MOD,1993,1994,FED,NGO,1,0-90-8800301-1
0-90-8800951,0-90-8800951,1,90,1,1,1991-09-30,1988-04-08,1992-12-01,1988-04-08,1991-07-19,2,US govt defendant,6,2,1,1,NATL COAL ASSN ET AL,BIZ,DOI ET AL,FED,NAT'L COAL ASSN.,HODEL - DOI,PLT,DEF,STRONG,STRONG,1991,1992,BIZ,FED,1,0-90-8800951-1
0-90-8801812,NA,1,NA,NA,1,1988-07-26,1988-07-01,1989-03-14,NA,NA,2,NA,99,NA,5,-8,NA,NA,NA,NA,LLOYD MYERS CO,LYNG,NA,NA,NA,NA,1988,1989,NA,FED,1,0-90-8801812-1
0-90-8801922,0-90-8801922,1,90,1,1,1989-05-18,1988-07-13,1991-10-15,1988-07-13,1989-04-04,2,US govt defendant,6,2,1,1,WAGNER SEED COMPANY,BIZ,"REAGAN, ET AL",FED,WAGNER SEED CO,BUSH,PLT,DEF,WEAK,WEAK,1989,1991,BIZ,FED,1,0-90-8801922-1
0-90-8802273,0-90-8802273,2,90,1,1,1995-01-31,1988-08-12,1995-12-12,1988-08-12,1994-09-16,2,US govt defendant,6,2,1,1,"NATL COAL ASSOC., ET AL",BIZ,"HODEL, ET AL",FED,INTER ET AL,BABBITT ET AL,DEF,PLT,STRONG,STRONG,1995,1995,FED,FED,1,0-90-8802273-1
0-90-8802273,0-90-8802273,2,90,1,1,1994-12-30,1988-08-12,1995-12-12,1988-08-12,1994-09-16,2,US govt defendant,6,2,1,1,"NATL COAL ASSOC., ET AL",BIZ,"HODEL, ET AL",FED,NATL ET AL,BABBITT ET AL,PLT,DEF,MOD,MOD,1994,1995,BIZ,FED,2,0-90-8802273-2
0-90-8802416,0-90-8802416,1,90,1,1,1990-10-31,1988-08-26,1991-12-10,1988-08-26,1994-09-16,2,US govt defendant,6,2,1,2,NATL WILDLIFE FED ETAL,NGO,HODEL,FED,"LUJAN, MANUEL JR",NAT'L. WILDLIFE,DEF,PLT,MOD,MOD,1990,1991,FED,NGO,1,0-90-8802416-1
0-90-8802562,0-90-8802562,1,90,1,1,1989-04-04,1988-09-13,1989-08-16,1988-09-13,1989-02-17,2,US govt defendant,6,2,5,-8,"FRIENDS/COLLEGE PARK, ET AL",CIVIC,"WMATA, ET AL",FED,COLLEGE PARK,WMATA ET AL,PLT,DEF,STRONG,STRONG,1989,1989,CIVIC,FED,1,0-90-8802562-1
0-90-8803345,0-90-8803345,2,90,1,1,1990-10-31,1988-11-17,1991-12-10,1988-11-17,1990-08-30,2,US govt defendant,6,3,1,2,"NATL. WILDLIFE FED., ET AL",NGO,"HODEL, ET AL",FED,"LUJAN, MANUEL JR",NAT'L. WILDLIFE,DEF,PLT,MOD,MOD,1990,1991,FED,NGO,1,0-90-8803345-1
0-90-8803345,0-90-8803345,2,90,1,1,1990-10-31,1988-11-17,1991-12-10,1988-11-17,1990-08-30,2,US govt defendant,6,3,1,2,"NATL. WILDLIFE FED., ET AL",NGO,"HODEL, ET AL",FED,"LUJAN, MANUEL JR",NAT'L. WILDLIFE,DEF,PLT,MOD,MOD,1990,1991,FED,NGO,2,0-90-8803345-2
0-90-8803645,0-90-8803645,2,90,1,1,1990-07-31,1988-12-23,1990-09-18,1988-12-23,1990-05-16,2,US govt defendant,6,1,5,-8,"BLVD. MANOR CIVIC, ET AL",CIVIC,"BURNLEY, ET AL",FED,"SKINNER, SAMUEL",BLVD. MANOR CIV,DEF,PLT,STRONG,STRONG,1990,1990,FED,CIVIC,1,0-90-8803645-1
